"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","Residence State","Residence State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"75-84 years","75-84","New Hampshire","33","2022","2022","Male","M",68,37554,181.1,140.6,229.6
,"75-84 years","75-84","New Hampshire","33","2023","2023","Female","F",72,46951,153.4,120.0,193.1
,"75-84 years","75-84","New Hampshire","33","2023","2023","Male","M",79,40266,196.2,155.3,244.5
,"75-84 years","75-84","New Hampshire","33","2024","2024","Female","F",60,49864,120.3,91.8,154.9
,"75-84 years","75-84","New Hampshire","33","2024","2024","Male","M",78,42900,181.8,143.7,226.9
,"75-84 years","75-84","New Hampshire","33","2025 (provisional)","2025","Female","F",82,49864,164.4,130.8,204.1
,"75-84 years","75-84","New Hampshire","33","2025 (provisional)","2025","Male","M",86,42900,200.5,160.3,247.6
,"75-84 years","75-84","New Jersey","34","2021","2021","Female","F",347,263194,131.8,118.0,145.7
,"75-84 years","75-84","New Jersey","34","2021","2021","Male","M",336,195468,171.9,153.5,190.3
,"75-84 years","75-84","New Jersey","34","2022","2022","Female","F",343,281513,121.8,108.9,134.7
,"75-84 years","75-84","New Jersey","34","2022","2022","Male","M",364,209459,173.8,155.9,191.6
,"75-84 years","75-84","New Jersey","34","2023","2023","Female","F",358,291896,122.6,109.9,135.4
,"75-84 years","75-84","New Jersey","34","2023","2023","Male","M",383,220204,173.9,156.5,191.3
,"75-84 years","75-84","New Jersey","34","2024","2024","Female","F",350,305117,114.7,102.7,126.7
,"75-84 years","75-84","New Jersey","34","2024","2024","Male","M",433,231036,187.4,169.8,205.1
,"75-84 years","75-84","New Jersey","34","2025 (provisional)","2025","Female","F",395,305117,129.5,116.7,142.2
,"75-84 years","75-84","New Jersey","34","2025 (provisional)","2025","Male","M",450,231036,194.8,176.8,212.8
,"75-84 years","75-84","New Mexico","35","2021","2021","Female","F",81,62281,130.1,103.3,161.6
,"75-84 years","75-84","New Mexico","35","2021","2021","Male","M",67,52676,127.2,98.6,161.5
,"75-84 years","75-84","New Mexico","35","2022","2022","Female","F",85,67375,126.2,100.8,156.0
,"75-84 years","75-84","New Mexico","35","2022","2022","Male","M",74,56710,130.5,102.5,163.8
,"75-84 years","75-84","New Mexico","35","2023","2023","Female","F",112,71910,155.8,126.9,184.6
,"75-84 years","75-84","New Mexico","35","2023","2023","Male","M",108,60987,177.1,143.7,210.5
,"75-84 years","75-84","New Mexico","35","2024","2024","Female","F",109,75671,144.0,117.0,171.1
,"75-84 years","75-84","New Mexico","35","2024","2024","Male","M",115,64367,178.7,146.0,211.3
,"75-84 years","75-84","New Mexico","35","2025 (provisional)","2025","Female","F",119,75671,157.3,129.0,185.5
,"75-84 years","75-84","New Mexico","35","2025 (provisional)","2025","Male","M",136,64367,211.3,175.8,246.8
,"75-84 years","75-84","New York","36","2021","2021","Female","F",611,582237,104.9,96.6,113.3
,"75-84 years","75-84","New York","36","2021","2021","Male","M",521,429061,121.4,111.0,131.9
,"75-84 years","75-84","New York","36","2022","2022","Female","F",577,620561,93.0,85.4,100.6
,"75-84 years","75-84","New York","36","2022","2022","Male","M",614,456999,134.4,123.7,145.0
,"75-84 years","75-84","New York","36","2023","2023","Female","F",607,641229,94.7,87.1,102.2
,"75-84 years","75-84","New York","36","2023","2023","Male","M",651,482131,135.0,124.7,145.4
,"75-84 years","75-84","New York","36","2024","2024","Female","F",622,672231,92.5,85.3,99.8
,"75-84 years","75-84","New York","36","2024","2024","Male","M",649,507086,128.0,118.1,137.8
,"75-84 years","75-84","New York","36","2025 (provisional)","2025","Female","F",672,672231,100.0,92.4,107.5
,"75-84 years","75-84","New York","36","2025 (provisional)","2025","Male","M",705,507086,139.0,128.8,149.3
,"75-84 years","75-84","North Carolina","37","2021","2021","Female","F",548,293272,186.9,171.2,202.5
,"75-84 years","75-84","North Carolina","37","2021","2021","Male","M",597,227256,262.7,241.6,283.8
,"75-84 years","75-84","North Carolina","37","2022","2022","Female","F",674,320209,210.5,194.6,226.4
,"75-84 years","75-84","North Carolina","37","2022","2022","Male","M",586,248062,236.2,217.1,255.4
,"75-84 years","75-84","North Carolina","37","2023","2023","Female","F",665,335135,198.4,183.3,213.5
,"75-84 years","75-84","North Carolina","37","2023","2023","Male","M",655,262253,249.8,230.6,268.9
,"75-84 years","75-84","North Carolina","37","2024","2024","Female","F",703,353722,198.7,184.1,213.4
,"75-84 years","75-84","North Carolina","37","2024","2024","Male","M",695,275712,252.1,233.3,270.8
,"75-84 years","75-84","North Carolina","37","2025 (provisional)","2025","Female","F",773,353722,218.5,203.1,233.9
,"75-84 years","75-84","North Carolina","37","2025 (provisional)","2025","Male","M",800,275712,290.2,270.1,310.3
,"75-84 years","75-84","North Dakota","38","2021","2021","Female","F",34,18637,182.4,126.3,254.9
,"75-84 years","75-84","North Dakota","38","2021","2021","Male","M",20,15673,127.6,77.9,197.1
,"75-84 years","75-84","North Dakota","38","2022","2022","Female","F",23,19922,115.5,73.2,173.2
,"75-84 years","75-84","North Dakota","38","2022","2022","Male","M",31,16834,184.2,125.1,261.4
,"75-84 years","75-84","North Dakota","38","2023","2023","Female","F",38,20436,185.9,131.6,255.2
,"75-84 years","75-84","North Dakota","38","2023","2023","Male","M",44,17820,246.9,179.4,331.5
,"75-84 years","75-84","North Dakota","38","2024","2024","Female","F",31,21441,144.6,98.2,205.2
,"75-84 years","75-84","North Dakota","38","2024","2024","Male","M",46,18906,243.3,178.1,324.5
,"75-84 years","75-84","North Dakota","38","2025 (provisional)","2025","Female","F",27,21441,125.9,83.0,183.2
,"75-84 years","75-84","North Dakota","38","2025 (provisional)","2025","Male","M",42,18906,222.2,160.1,300.3
,"75-84 years","75-84","Ohio","39","2021","2021","Female","F",728,337006,216.0,200.3,231.7
,"75-84 years","75-84","Ohio","39","2021","2021","Male","M",618,256826,240.6,221.7,259.6
,"75-84 years","75-84","Ohio","39","2022","2022","Female","F",715,363126,196.9,182.5,211.3
,"75-84 years","75-84","Ohio","39","2022","2022","Male","M",673,277073,242.9,224.5,261.2
,"75-84 years","75-84","Ohio","39","2023","2023","Female","F",678,377305,179.7,166.2,193.2
,"75-84 years","75-84","Ohio","39","2023","2023","Male","M",632,291278,217.0,200.1,233.9
,"75-84 years","75-84","Ohio","39","2024","2024","Female","F",827,394656,209.5,195.3,223.8
,"75-84 years","75-84","Ohio","39","2024","2024","Male","M",706,306833,230.1,213.1,247.1
,"75-84 years","75-84","Ohio","39","2025 (provisional)","2025","Female","F",868,394656,219.9,205.3,234.6
,"75-84 years","75-84","Ohio","39","2025 (provisional)","2025","Male","M",820,306833,267.2,249.0,285.5
,"75-84 years","75-84","Oklahoma","40","2021","2021","Female","F",339,106158,319.3,285.3,353.3
,"75-84 years","75-84","Oklahoma","40","2021","2021","Male","M",386,83838,460.4,414.5,506.3
,"75-84 years","75-84","Oklahoma","40","2022","2022","Female","F",363,113396,320.1,287.2,353.0
,"75-84 years","75-84","Oklahoma","40","2022","2022","Male","M",356,88642,401.6,359.9,443.3
,"75-84 years","75-84","Oklahoma","40","2023","2023","Female","F",332,116683,284.5,253.9,315.1
,"75-84 years","75-84","Oklahoma","40","2023","2023","Male","M",377,91764,410.8,369.4,452.3
,"75-84 years","75-84","Oklahoma","40","2024","2024","Female","F",372,121102,307.2,276.0,338.4
,"75-84 years","75-84","Oklahoma","40","2024","2024","Male","M",377,95470,394.9,355.0,434.8
,"75-84 years","75-84","Oklahoma","40","2025 (provisional)","2025","Female","F",408,121102,336.9,304.2,369.6
,"75-84 years","75-84","Oklahoma","40","2025 (provisional)","2025","Male","M",362,95470,379.2,340.1,418.2
,"75-84 years","75-84","Oregon","41","2021","2021","Female","F",158,120928,130.7,110.3,151.0
,"75-84 years","75-84","Oregon","41","2021","2021","Male","M",212,103325,205.2,177.6,232.8
,"75-84 years","75-84","Oregon","41","2022","2022","Female","F",187,133889,139.7,119.6,159.7
,"75-84 years","75-84","Oregon","41","2022","2022","Male","M",213,113383,187.9,162.6,213.1
,"75-84 years","75-84","Oregon","41","2023","2023","Female","F",215,141097,152.4,132.0,172.7
,"75-84 years","75-84","Oregon","41","2023","2023","Male","M",212,120227,176.3,152.6,200.1
,"75-84 years","75-84","Oregon","41","2024","2024","Female","F",213,150157,141.9,122.8,160.9
,"75-84 years","75-84","Oregon","41","2024","2024","Male","M",247,126991,194.5,170.2,218.8
,"75-84 years","75-84","Oregon","41","2025 (provisional)","2025","Female","F",254,150157,169.2,148.4,190.0
,"75-84 years","75-84","Oregon","41","2025 (provisional)","2025","Male","M",262,126991,206.3,181.3,231.3
,"75-84 years","75-84","Pennsylvania","42","2021","2021","Female","F",744,400119,185.9,172.6,199.3
,"75-84 years","75-84","Pennsylvania","42","2021","2021","Male","M",722,306739,235.4,218.2,252.5
,"75-84 years","75-84","Pennsylvania","42","2022","2022","Female","F",776,431228,180.0,167.3,192.6
,"75-84 years","75-84","Pennsylvania","42","2022","2022","Male","M",789,331252,238.2,221.6,254.8
,"75-84 years","75-84","Pennsylvania","42","2023","2023","Female","F",890,447410,198.9,185.9,212.0
,"75-84 years","75-84","Pennsylvania","42","2023","2023","Male","M",778,348405,223.3,207.6,239.0
,"75-84 years","75-84","Pennsylvania","42","2024","2024","Female","F",813,466439,174.3,162.3,186.3
,"75-84 years","75-84","Pennsylvania","42","2024","2024","Male","M",801,364811,219.6,204.4,234.8
,"75-84 years","75-84","Pennsylvania","42","2025 (provisional)","2025","Female","F",891,466439,191.0,178.5,203.6
,"75-84 years","75-84","Pennsylvania","42","2025 (provisional)","2025","Male","M",974,364811,267.0,250.2,283.8
,"75-84 years","75-84","Rhode Island","44","2021","2021","Female","F",42,31678,132.6,95.6,179.2
,"75-84 years","75-84","Rhode Island","44","2021","2021","Male","M",45,24334,184.9,134.9,247.4
,"75-84 years","75-84","Rhode Island","44","2022","2022","Female","F",52,34319,151.5,113.2,198.7
,"75-84 years","75-84","Rhode Island","44","2022","2022","Male","M",31,26614,116.5,79.1,165.3
,"75-84 years","75-84","Rhode Island","44","2023","2023","Female","F",57,35702,159.7,120.9,206.9
,"75-84 years","75-84","Rhode Island","44","2023","2023","Male","M",41,28162,145.6,104.5,197.5
,"75-84 years","75-84","Rhode Island","44","2024","2024","Female","F",43,37445,114.8,83.1,154.7
,"75-84 years","75-84","Rhode Island","44","2024","2024","Male","M",43,29761,144.5,104.6,194.6
,"75-84 years","75-84","Rhode Island","44","2025 (provisional)","2025","Female","F",64,37445,170.9,131.6,218.3
,"75-84 years","75-84","Rhode Island","44","2025 (provisional)","2025","Male","M",71,29761,238.6,186.3,300.9
,"75-84 years","75-84","South Carolina","45","2021","2021","Female","F",317,155589,203.7,181.3,226.2
,"75-84 years","75-84","South Carolina","45","2021","2021","Male","M",329,126242,260.6,232.4,288.8
,"75-84 years","75-84","South Carolina","45","2022","2022","Female","F",371,171968,215.7,193.8,237.7
,"75-84 years","75-84","South Carolina","45","2022","2022","Male","M",380,138764,273.8,246.3,301.4
,"75-84 years","75-84","South Carolina","45","2023","2023","Female","F",407,180792,225.1,203.2,247.0
,"75-84 years","75-84","South Carolina","45","2023","2023","Male","M",391,147762,264.6,238.4,290.8
,"75-84 years","75-84","South Carolina","45","2024","2024","Female","F",403,192204,209.7,189.2,230.1
,"75-84 years","75-84","South Carolina","45","2024","2024","Male","M",440,155860,282.3,255.9,308.7
,"75-84 years","75-84","South Carolina","45","2025 (provisional)","2025","Female","F",442,192204,230.0,208.5,251.4
,"75-84 years","75-84","South Carolina","45","2025 (provisional)","2025","Male","M",481,155860,308.6,281.0,336.2
,"75-84 years","75-84","South Dakota","46","2021","2021","Female","F",16,21828,73.3,41.9,119.0
,"75-84 years","75-84","South Dakota","46","2021","2021","Male","M",17,18735,90.7,52.9,145.3
,"75-84 years","75-84","South Dakota","46","2022","2022","Female","F",22,23746,92.6,58.1,140.3
,"75-84 years","75-84","South Dakota","46","2022","2022","Male","M",15,20388,73.6,41.2,121.3
,"75-84 years","75-84","South Dakota","46","2023","2023","Female","F",30,24706,121.4,81.9,173.3
,"75-84 years","75-84","South Dakota","46","2023","2023","Male","M",23,21926,104.9,66.5,157.4
,"75-84 years","75-84","South Dakota","46","2024","2024","Female","F",20,25809,77.5,47.3,119.7
,"75-84 years","75-84","South Dakota","46","2024","2024","Male","M",26,23174,112.2,73.3,164.4
,"75-84 years","75-84","South Dakota","46","2025 (provisional)","2025","Female","F",21,25809,81.4,50.4,124.4
,"75-84 years","75-84","South Dakota","46","2025 (provisional)","2025","Male","M",24,23174,103.6,66.4,154.1
,"75-84 years","75-84","Tennessee","47","2021","2021","Female","F",348,193357,180.0,161.1,198.9
,"75-84 years","75-84","Tennessee","47","2021","2021","Male","M",340,152198,223.4,199.6,247.1
,"75-84 years","75-84","Tennessee","47","2022","2022","Female","F",455,208840,217.9,197.9,237.9
,"75-84 years","75-84","Tennessee","47","2022","2022","Male","M",430,163390,263.2,238.3,288.0
,"75-84 years","75-84","Tennessee","47","2023","2023","Female","F",469,215433,217.7,198.0,237.4
,"75-84 years","75-84","Tennessee","47","2023","2023","Male","M",441,171257,257.5,233.5,281.5
,"75-84 years","75-84","Tennessee","47","2024","2024","Female","F",462,225548,204.8,186.2,223.5
,"75-84 years","75-84","Tennessee","47","2024","2024","Male","M",461,178721,257.9,234.4,281.5
,"75-84 years","75-84","Tennessee","47","2025 (provisional)","2025","Female","F",581,225548,257.6,236.6,278.5
,"75-84 years","75-84","Tennessee","47","2025 (provisional)","2025","Male","M",547,178721,306.1,280.4,331.7
,"75-84 years","75-84","Texas","48","2021","2021","Female","F",1167,612279,190.6,179.7,201.5
,"75-84 years","75-84","Texas","48","2021","2021","Male","M",1097,485223,226.1,212.7,239.5
,"75-84 years","75-84","Texas","48","2022","2022","Female","F",1186,664974,178.4,168.2,188.5
,"75-84 years","75-84","Texas","48","2022","2022","Male","M",1205,521959,230.9,217.8,243.9
,"75-84 years","75-84","Texas","48","2023","2023","Female","F",1290,702268,183.7,173.7,193.7
,"75-84 years","75-84","Texas","48","2023","2023","Male","M",1368,559990,244.3,231.3,257.2
,"75-84 years","75-84","Texas","48","2024","2024","Female","F",1399,744919,187.8,178.0,197.6
,"75-84 years","75-84","Texas","48","2024","2024","Male","M",1405,590740,237.8,225.4,250.3
,"75-84 years","75-84","Texas","48","2025 (provisional)","2025","Female","F",1579,744919,212.0,201.5,222.4
,"75-84 years","75-84","Texas","48","2025 (provisional)","2025","Male","M",1664,590740,281.7,268.1,295.2
,"75-84 years","75-84","Utah","49","2021","2021","Female","F",156,59757,261.1,220.1,302.0
,"75-84 years","75-84","Utah","49","2021","2021","Male","M",124,51372,241.4,198.9,283.9
,"75-84 years","75-84","Utah","49","2022","2022","Female","F",174,64899,268.1,228.3,307.9
,"75-84 years","75-84","Utah","49","2022","2022","Male","M",163,55593,293.2,248.2,338.2
,"75-84 years","75-84","Utah","49","2023","2023","Female","F",171,67919,251.8,214.0,289.5
,"75-84 years","75-84","Utah","49","2023","2023","Male","M",154,58875,261.6,220.3,302.9
,"75-84 years","75-84","Utah","49","2024","2024","Female","F",179,71495,250.4,213.7,287.0
,"75-84 years","75-84","Utah","49","2024","2024","Male","M",184,62205,295.8,253.1,338.5
,"75-84 years","75-84","Utah","49","2025 (provisional)","2025","Female","F",251,71495,351.1,307.6,394.5
,"75-84 years","75-84","Utah","49","2025 (provisional)","2025","Male","M",212,62205,340.8,294.9,386.7
,"75-84 years","75-84","Vermont","50","2021","2021","Female","F",21,20271,103.6,64.1,158.4
,"75-84 years","75-84","Vermont","50","2021","2021","Male","M",Suppressed,17284,Suppressed,Suppressed,Suppressed
,"75-84 years","75-84","Vermont","50","2022","2022","Female","F",16,22345,71.6,40.9,116.3
,"75-84 years","75-84","Vermont","50","2022","2022","Male","M",25,19187,130.3,84.3,192.3
,"75-84 years","75-84","Vermont","50","2023","2023","Female","F",22,23616,93.2,58.4,141.0
,"75-84 years","75-84","Vermont","50","2023","2023","Male","M",19,20489,92.7,55.8,144.8
,"75-84 years","75-84","Vermont","50","2024","2024","Female","F",25,25134,99.5,64.4,146.8
,"75-84 years","75-84","Vermont","50","2024","2024","Male","M",23,21657,106.2,67.3,159.4
,"75-84 years","75-84","Vermont","50","2025 (provisional)","2025","Female","F",23,25134,91.5,58.0,137.3
,"75-84 years","75-84","Vermont","50","2025 (provisional)","2025","Male","M",27,21657,124.7,82.2,181.4
,"75-84 years","75-84","Virginia","51","2021","2021","Female","F",418,230624,181.2,163.9,198.6
,"75-84 years","75-84","Virginia","51","2021","2021","Male","M",450,181745,247.6,224.7,270.5
,"75-84 years","75-84","Virginia","51","2022","2022","Female","F",450,252156,178.5,162.0,194.9
,"75-84 years","75-84","Virginia","51","2022","2022","Male","M",455,197885,229.9,208.8,251.1
,"75-84 years","75-84","Virginia","51","2023","2023","Female","F",471,263869,178.5,162.4,194.6
,"75-84 years","75-84","Virginia","51","2023","2023","Male","M",519,208524,248.9,227.5,270.3
,"75-84 years","75-84","Virginia","51","2024","2024","Female","F",529,277174,190.9,174.6,207.1
,"75-84 years","75-84","Virginia","51","2024","2024","Male","M",492,219140,224.5,204.7,244.4
,"75-84 years","75-84","Virginia","51","2025 (provisional)","2025","Female","F",551,277174,198.8,182.2,215.4
,"75-84 years","75-84","Virginia","51","2025 (provisional)","2025","Male","M",582,219140,265.6,244.0,287.2
,"75-84 years","75-84","Washington","53","2021","2021","Female","F",192,191006,100.5,86.3,114.7
,"75-84 years","75-84","Washington","53","2021","2021","Male","M",188,160994,116.8,100.1,133.5
,"75-84 years","75-84","Washington","53","2022","2022","Female","F",204,211596,96.4,83.2,109.6
,"75-84 years","75-84","Washington","53","2022","2022","Male","M",245,177263,138.2,120.9,155.5
